;;;;;;jêzyk polski;;;;;matematyka;;;;;jêzyk angielski;;;;;jêzyk francuski;;;;;jêzyk hiszpañski;;;;;jêzyk niemiecki;;;;;jêzyk rosyjski;;;;;jêzyk w³oski;;;;
ID OKE;województwo - nazwa;powiat - nazwa;Gmina - nazwa;Typ gminy;Kod teryt gminy;liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%)
5;Œwiêtokrzyskie;Ostrowiecki;Æmielów;Miasto;2607044;33;64,51515152;14,70749389;62;62;33;45,54545455;27,79480103;33;20;33;65,60606061;27,65692351;69;96;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Piñczowski;Dzia³oszyce;Obszar wiejski;2608015;11;60,27272727;17,24207807;62;80;11;48,72727273;30,20563135;50;20;11;57,27272727;30,99586749;55;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Piñczowski;Dzia³oszyce;Miasto;2608014;15;63,6;15,30490118;60;60;15;46,53333333;28,29573977;47;10;15;53,26666667;29,93429843;47;16;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Piñczowski;Kije;Gmina wiejska;2608022;33;66,33333333;18,77565585;71;76;33;49,96969697;31,88377078;47;10;33;68,75757576;28,26286814;78;96;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Piñczowski;Micha³ów;Gmina wiejska;2608032;28;53,32142857;21,94482297;53,5;40;28;37,67857143;25,34202265;28,5;20;28;54,5;31,73832744;54;27;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Piñczowski;Piñczów;Obszar wiejski;2608045;51;61,52941176;21,57645134;62;78;51;44,43137255;29,45402193;33;7;51;57,80392157;30,27522096;62;25;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Piñczowski;Piñczów;Miasto;2608044;114;69,66666667;17,82304179;72;78;114;53,06140351;30,75120454;51,5;13;113;72,0619469;26,65720882;82;98;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Piñczowski;Z³ota;Gmina wiejska;2608052;24;63,29166667;19,81051734;61;60;24;51,95833333;31,69053377;50;13;24;69,79166667;31,75686168;90;93;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Sandomierski;Dwikozy;Gmina wiejska;2609022;61;64,98360656;15,65979692;67;64;61;45,78688525;28,56463178;40;17;61;66,68852459;32,18315463;82;98;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Sandomierski;Klimontów;Obszar wiejski;2609035;18;54,83333333;21,64165223;58;73;18;35,11111111;26,28664403;20;20;18;56,38888889;33,53296701;63,5;93;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Sandomierski;Klimontów;Miasto;2609034;44;54,38636364;20,35281521;56;47;44;37,18181818;23,66650176;27;23;44;50,95454545;26,62274706;48;16;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Sandomierski;Koprzywnica;Obszar wiejski;2609045;13;54,23076923;18,94182936;56;64;13;44,92307692;23,81809764;40;17;13;51,23076923;28,86081679;51;29;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Sandomierski;Koprzywnica;Miasto;2609044;43;54,02325581;23,10188593;56;62;43;34,60465116;24,32257974;27;13;43;63,37209302;28,67948238;67;96;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Sandomierski;Obrazów;Gmina wiejska;2609062;44;63,90909091;19,03802198;65,5;47;44;62,5;27,84494405;68,5;87;44;73,84090909;25,30266172;84;98;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Sandomierski;Samborzec;Gmina wiejska;2609072;56;56,16071429;19,61666273;58;56;56;53,14285714;25,60512544;48,5;60;56;64,25;27,64329549;70;96;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Sandomierski;Sandomierz;Gmina miejska;2609011;189;62,77248677;17,31213859;64;73;188;48,07446809;27,38932832;43;17;187;69,9144385;26,97003993;80;96;;;;;;;;;;;2;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Sandomierski;Wilczyce;Gmina wiejska;2609082;19;57,78947368;14,98974719;60;42;19;31,78947368;22,08495308;23;13;19;66,05263158;29,01446769;78;96;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Sandomierski;Zawichost;Obszar wiejski;2609095;9;55,66666667;20,21000852;58;73;9;31,55555556;25,67796769;20;17;9;58;31,9930548;49;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Sandomierski;Zawichost;Miasto;2609094;20;42,05;27,76414054;41;18;20;22,4;17,59374889;18,5;7;20;50,8;35,21306576;44,5;13;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Sandomierski;£oniów;Gmina wiejska;2609052;67;55,31343284;17,94370047;56;73;67;40,7761194;26,57505333;37;10;67;59,23880597;29,06610559;60;18;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Skar¿yski;Bli¿yn;Gmina wiejska;2610022;48;60,66666667;15,55009825;64;64;48;51,875;27,98111342;48,5;23;48;66,45833333;29,09464322;74;100;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Skar¿yski;Skar¿ysko Koœcielne;Gmina wiejska;2610042;50;55,1;19,01604586;56;67;50;48;27,18308297;45;17;49;69,81632653;29,24329574;80;96;;;;;;;;;;;1;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Skar¿yski;Skar¿ysko-Kamienna;Gmina miejska;2610011;291;57,08591065;20,74181429;60;71;291;45,97594502;27,29933547;43;23;291;69,70103093;29,46131424;82;98;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Skar¿yski;Suchedniów;Obszar wiejski;2610055;20;61;12,50199984;62;62;20;53,05;29,72452691;60;7;20;69,05;28,8330973;87,5;95;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Skar¿yski;Suchedniów;Miasto;2610054;47;55,29787234;14,05750332;56;56;47;41,21276596;26,80579182;37;7;47;70,78723404;30,26193183;85;98;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Skar¿yski;£¹czna;Gmina wiejska;2610032;34;57,17647059;20,21716014;62;62;34;40,47058824;27,8390704;28,5;13;34;60,11764706;30,13768864;62;98;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Starachowicki;Brody;Gmina wiejska;2611022;76;60,22368421;16,03417295;63;69;76;45,21052632;25,12773462;45;20;76;71,93421053;27,70157488;85;96;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Starachowicki;Mirzec;Gmina wiejska;2611032;71;64,77464789;17,44383113;69;69;71;47,6056338;23,71989055;40;23;71;75,45070423;25,23288081;87;96;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Starachowicki;Paw³ów;Gmina wiejska;2611042;138;66,70289855;16,87782587;69;80;138;55,10869565;27,76628254;57;97;138;71,73188406;28,32511557;84;98;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Starachowicki;Starachowice;Gmina miejska;2611011;343;61,27696793;18,37436166;64;64;343;45,58600583;27,97693828;40;13;345;69,12753623;30,03883421;84;98;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Starachowicki;W¹chock;Obszar wiejski;2611055;17;65,05882353;13,91347459;64;73;17;58,05882353;29,18192549;70;70;17;73;32,18329856;89;98;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Starachowicki;W¹chock;Miasto;2611054;34;70,02941176;12,79587547;71;71;34;51,73529412;26,72552077;51,5;53;34;77,94117647;25,55034382;91;96;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Staszowski;Bogoria;Obszar wiejski;2612015;31;50,22580645;15,73307524;53;56;31;38,67741935;21,4887624;40;13;31;55,77419355;27,26774022;55;33;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Staszowski;Bogoria;Miasto;2612014;61;52,03278689;25,223569;53;7;61;43,86885246;30,44612302;40;10;61;57,1147541;30,39634273;58;22;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Staszowski;Oleœnica;Miasto;2612034;36;54,11111111;19,18590017;53;53;36;42,77777778;31,18057721;36,5;13;36;54,80555556;30,37526355;55,5;15;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Staszowski;Osiek;Obszar wiejski;2612045;32;63,75;17,42125139;64;60;32;54,90625;28,58907066;58,5;13;32;63,46875;28,03232997;78;78;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Staszowski;Osiek;Miasto;2612044;25;52,04;20,65038498;56;56;25;52;26,07834351;57;37;25;64,08;18,25359143;62;62;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Staszowski;Po³aniec;Obszar wiejski;2612055;24;50,58333333;16,2734873;47;40;24;28,58333333;24,33775645;17;13;24;49,45833333;32,50638292;35;22;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Staszowski;Po³aniec;Miasto;2612054;97;58,8556701;19,60380233;62;64;97;41,17525773;25,79858955;33;13;97;64,94845361;27,46032607;69;98;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Staszowski;Rytwiany;Gmina wiejska;2612062;67;61,32835821;16,66472551;62;73;67;59,44776119;28,50623581;67;77;67;69,19402985;25,72021611;80;96;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Staszowski;Staszów;Obszar wiejski;2612075;75;60,12;19,65499767;62;62;75;53,78666667;31,85479277;60;20;75;67,97333333;29,73526451;82;98;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Staszowski;Staszów;Miasto;2612074;155;58,78709677;17,66643878;62;62;155;46,14193548;27,75106826;40;17;155;66,80645161;30,10135497;78;100;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Staszowski;Szyd³ów;Obszar wiejski;2612085;7;50,85714286;21,00631586;58;58;7;46,14285714;32,55952163;53;7;7;57,42857143;33,3203376;45;24;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Staszowski;Szyd³ów;Miasto;2612084;25;64,12;12,02770136;64;62;25;58,48;28,2589738;70;83;25;68,24;26,79146133;76;27;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;Staszowski;£ubnice;Gmina wiejska;2612022;21;62,33333333;11,67958468;64;69;21;45,04761905;30,62130629;37;10;22;45,27272727;32,19144694;28;27;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;W³oszczowski;Kluczewsko;Gmina wiejska;2613012;47;61,25531915;14,1051795;60;51;47;53,82978723;23,91947408;47;43;47;70,65957447;23,88561091;76;96;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;W³oszczowski;Krasocin;Gmina wiejska;2613022;104;58,94230769;17,28873962;62;64;104;51,70192308;28,77929271;50;90;104;65,29807692;29,20513647;75;95;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;W³oszczowski;Moskorzew;Gmina wiejska;2613032;17;61,29411765;12,75453647;67;67;17;53,47058824;28,21371725;57;57;17;63,52941176;29,00530914;65;78;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;W³oszczowski;Radków;Gmina wiejska;2613042;19;70,10526316;14,7573166;73;73;19;65,73684211;24,55464819;73;83;19;77,68421053;28,95377919;93;100;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;W³oszczowski;Secemin;Gmina wiejska;2613052;32;58,75;11,63776181;59;60;32;53,625;22,17649375;50;37;32;64,71875;26,48258198;67;98;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;W³oszczowski;W³oszczowa;Obszar wiejski;2613065;60;56,21666667;15,54036858;59;69;60;36,76666667;23,03357453;31,5;20;60;57,56666667;30,78331077;55;96;;;;;;;;;;;;;;;;;;;;;;;;;
5;Œwiêtokrzyskie;W³oszczowski;W³oszczowa;Miasto;2613064;110;65,21818182;14,52732962;68;76;110;54,19090909;28,86473012;50;73;108;72,39814815;27,44959684;84,5;96;;;;;;;;;;;2;;;;;;;;;;;;;;
6;Lubuskie;Gorzowski;Bogdaniec;Gmina wiejska;0801022;66;65,78787879;14,73453493;65,5;62;66;40,39393939;26,10345315;33;20;58;64,89655172;27,07568553;70;95;;;;;;;;;;;8;54,625;19,10456425;61;67;;;;;;;;;;
6;Lubuskie;Gorzowski;Deszczno;Gmina wiejska;0801032;114;68,21052632;13,90725778;71;58;114;51,0877193;27,30161662;48,5;20;113;70,55752212;28,10691914;82;96;;;;;;;;;;;2;;;;;;;;;;;;;;
6;Lubuskie;Gorzowski;Kostrzyn Nad Odr¹;Gmina miejska;0801011;175;63,30285714;13,54209281;64;64;175;46,52;25,39265136;47;17;181;67,0441989;28,59699463;75;96;;;;;;;;;;;1;;;;;;;;;;;;;;
6;Lubuskie;Gorzowski;K³odawa;Gmina wiejska;0801042;60;62,3;17,01989032;63;76;60;51,01666667;29,62909137;46,5;20;59;69,89830508;28,24811073;85;96;;;;;;;;;;;1;;;;;;;;;;;;;;
6;Lubuskie;Gorzowski;Lubiszyn;Gmina wiejska;0801052;60;57,86666667;20,79300096;59;56;60;41,6;26,97727439;35;10;60;60,35;30,34129474;56;96;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Gorzowski;Santok;Gmina wiejska;0801062;79;59,50632911;16,95703686;62;67;79;42,48101266;27,76978631;37;20;77;70,14285714;28,91488373;82;96;;;;;;;;;;;2;;;;;;;;;;;;;;
6;Lubuskie;Gorzowski;Witnica;Obszar wiejski;0801075;34;56,17647059;17,21058257;58;64;34;41,17647059;24,5733842;40;23;32;64,84375;28,6663014;74,5;91;;;;;;;;;;;2;;;;;;;;;;;;;;
6;Lubuskie;Gorzowski;Witnica;Miasto;0801074;66;66,86363636;12,44854423;69;80;66;42,39393939;25,25498978;40;17;65;61,8;30,66403556;71;95;;;;;;;;;;;1;;;;;;;;;;;;;;
6;Lubuskie;Gorzów Wielkopolski;Gorzów Wielkopolski;Gmina miejska;0861011;964;65,17323651;17,38722016;67;71;964;45,21887967;27,97685054;40;17;994;72,57545272;28,04833499;85;96;;;;;;;;;;;3;;;;;;;;;;;;;;
6;Lubuskie;Kroœnieñski;Bobrowice;Gmina wiejska;0802022;18;55,77777778;16,31820917;58;67;18;45,88888889;23,40676277;45;13;14;52,35714286;28,41178614;39;82;;;;;;;;;;;4;;;;;;;;;;;;;;
6;Lubuskie;Kroœnieñski;Bytnica;Gmina wiejska;0802032;17;56,52941176;10,43251505;58;49;17;29,47058824;22,92729595;20;10;17;40,17647059;29,28206698;24;24;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Kroœnieñski;D¹bie;Gmina wiejska;0802042;41;51,82926829;16,57783186;51;31;41;31,7804878;20,67697222;27;13;28;58,17857143;31,60589182;64,5;96;;;;;;;;;;;13;46;20,15707549;35;22;;;;;;;;;;
6;Lubuskie;Kroœnieñski;Gubin;Gmina wiejska;0802052;45;65,4;16,91074609;69;69;44;42,27272727;24,9839618;40;10;36;50,83333333;26,32753101;46;45;;;;;;;;;;;8;73,25;14,44602021;77;76;;;;;;;;;;
6;Lubuskie;Kroœnieñski;Gubin;Gmina miejska;0802011;114;57,11403509;15,34901492;57;51;114;42,95614035;27,73255429;33;17;77;61,81818182;29,89276387;64;96;;;;;;;;;;;37;61,54054054;23,04120234;69;35;;;;;;;;;;
6;Lubuskie;Kroœnieñski;Krosno Odrzañskie;Obszar wiejski;0802065;27;63,2962963;12,65442337;67;67;27;44,07407407;27,59351229;40;40;20;73,3;26,00403815;84,5;84;;;;;;;;;;;7;53;17,82454167;45;;;;;;;;;;;
6;Lubuskie;Kroœnieñski;Krosno Odrzañskie;Miasto;0802064;129;59,91472868;18,214072;60;53;129;45,49612403;27,17760251;40;10;114;64,86842105;27,64610729;69;95;;;;;;;;;;;15;74,66666667;20,82199692;78;78;;;;;;;;;;
6;Lubuskie;Kroœnieñski;Maszewo;Gmina wiejska;0802072;10;51;16,94107435;53;27;10;49,6;29,65198138;58;70;9;50,88888889;30,01645639;40;;;;;;;;;;;;1;;;;;;;;;;;;;;
6;Lubuskie;Miêdzyrzecki;Bledzew;Gmina wiejska;0803012;18;53,88888889;18,85879956;58,5;69;18;27,88888889;15,57736566;21,5;13;14;45,28571429;28,54677508;34,5;18;;;;;;;;;;;4;;;;;;;;;;;;;;
6;Lubuskie;Miêdzyrzecki;Miêdzyrzecz;Obszar wiejski;0803025;12;54,41666667;14,8068584;54,5;47;12;17,91666667;9,699298371;17;17;6;43,5;25,47384279;35,5;;;;;;;;;;;;6;56,16666667;21,31835412;52;;;;;;;;;;;
6;Lubuskie;Miêdzyrzecki;Miêdzyrzecz;Miasto;0803024;176;61,84090909;17,75104758;64;73;176;44,28409091;26,13272455;40;17;161;71,44099379;28,55306593;84;98;;;;;;;;;;;16;61,4375;25,25363526;58,5;62;;;;;;;;;;
6;Lubuskie;Miêdzyrzecki;Przytoczna;Gmina wiejska;0803032;44;67,88636364;15,46435184;69;82;44;43,34090909;24,57080972;40;27;44;60,34090909;30,08770753;62;25;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Miêdzyrzecki;Pszczew;Gmina wiejska;0803042;41;60,7804878;13,51333974;64;73;41;43,34146341;24,6255962;40;23;32;57,625;29,31696395;61;95;;;;;;;;;;;9;62,77777778;21,10175231;67;67;;;;;;;;;;
6;Lubuskie;Miêdzyrzecki;Skwierzyna;Obszar wiejski;0803055;11;45,27272727;17,98024628;44;44;11;25,72727273;23,63006909;13;7;11;33,36363636;27,81521077;24;16;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Miêdzyrzecki;Skwierzyna;Miasto;0803054;88;62,54545455;15,73423388;62;51;88;41,10227273;26,8603458;31,5;13;88;63,60227273;31,14866835;73;93;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Miêdzyrzecki;Trzciel;Obszar wiejski;0803065;16;70,375;14,234092;66,5;62;16;43,125;27,94386113;33,5;20;16;62,625;29,98932102;65,5;98;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Miêdzyrzecki;Trzciel;Miasto;0803064;28;63,85714286;14,53742531;67;78;28;33,57142857;18,01275059;28,5;20;24;60,45833333;27,73682745;61;40;;;;;;;;;;;4;;;;;;;;;;;;;;
6;Lubuskie;Nowosolski;Bytom Odrzañski;Miasto;0804024;56;55,25;16,73453444;58;60;56;38,57142857;23,79064728;30;17;56;65,82142857;27,85748626;71;96;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Nowosolski;Kolsko;Gmina wiejska;0804032;24;57,66666667;17,87145458;57;40;24;38,08333333;27,03225953;27;20;13;60,92307692;35,56242948;60;100;;;;;;;;;;;11;57,63636364;16,92911815;53;45;;;;;;;;;;
6;Lubuskie;Nowosolski;Ko¿uchów;Obszar wiejski;0804045;14;38,5;21,8427824;45,5;13;14;26,07142857;19,35187066;20;7;5;47,2;33,09622335;24;;;;;;;;;;;;9;31;12,12893693;29;;;;;;;;;;;
6;Lubuskie;Nowosolski;Ko¿uchów;Miasto;0804044;115;53,46086957;20,39662673;56;67;115;35,20869565;25,61470218;23;17;116;59,36206897;29,21601962;63;96;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Nowosolski;Nowa Sól;Gmina wiejska;0804052;40;62,95;12,84708138;64;51;40;44,35;26,64164972;38,5;33;41;68,19512195;27,09623276;73;98;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Nowosolski;Nowa Sól;Gmina miejska;0804011;303;58,68646865;18,05064515;60;60;303;42,12541254;27,095433;33;17;291;66,91752577;29,26558213;78;96;;;;;;;;;;;15;62,53333333;18,87102423;62;58;;;;;;;;;;
6;Lubuskie;Nowosolski;Nowe Miasteczko;Obszar wiejski;0804065;4;;;;;4;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Nowosolski;Nowe Miasteczko;Miasto;0804064;46;53,04347826;16,85095343;56;62;46;26,7826087;20,29983192;17;10;46;55,7826087;31,24302569;56;22;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Nowosolski;Otyñ;Obszar wiejski;0804075;13;66,30769231;14,62024211;67;67;13;41,53846154;23,36866865;37;23;13;68,53846154;26,88040575;78;95;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Nowosolski;Otyñ;Miasto;0804074;57;54,28070175;20,07682996;58;47;57;41,03508772;25,69453824;37;20;57;66,03508772;30,34536001;73;93;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Nowosolski;Siedlisko;Gmina wiejska;0804082;34;64,88235294;14,48683927;70;73;34;48,41176471;24,02953776;46,5;23;34;69,55882353;27,78191453;81;91;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Strzelecko-Drezdenecki;Dobiegniew;Miasto;0806014;47;55,72340426;21,02956594;62;33;47;43,85106383;29,89412432;37;10;27;55,77777778;30,23529129;56;56;;;;;;;;;;;20;53,95;22,47771118;49;27;;;;;;;;;;
6;Lubuskie;Strzelecko-Drezdenecki;Drezdenko;Obszar wiejski;0806025;33;61,54545455;17,61213581;64;56;33;41,84848485;25,37729982;37;17;33;54,03030303;31,49842213;44;15;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Strzelecko-Drezdenecki;Drezdenko;Miasto;0806024;106;62,33962264;17,3753712;67;67;106;41,83962264;29,06827902;33;10;107;61,87850467;29,65178291;64;98;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Strzelecko-Drezdenecki;Stare Kurowo;Gmina wiejska;0806032;47;61,87234043;15,35483432;64;71;47;55,29787234;28,98195689;53;97;47;58,23404255;31,55354299;62;22;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Strzelecko-Drezdenecki;Strzelce Krajeñskie;Obszar wiejski;0806045;21;58,19047619;14,95586857;58;58;21;33,80952381;22,4872854;27;23;6;44,5;24,45233459;38;;;;;;;;;;;;15;48,73333333;20,85335038;40;27;;;;;;;;;;
6;Lubuskie;Strzelecko-Drezdenecki;Strzelce Krajeñskie;Miasto;0806044;111;59,30630631;23,27849133;64;64;111;43,0990991;29,42970092;37;13;94;65,91489362;32,22086663;83;96;;;;;;;;;;;17;64,35294118;24,15377495;62;38;;;;;;;;;;
6;Lubuskie;Strzelecko-Drezdenecki;Zwierzyn;Gmina wiejska;0806052;24;56,95833333;19,38960023;58;58;24;46,20833333;25,4181352;41,5;17;24;67,125;29,54701409;81;95;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Sulêciñski;Krzeszyce;Gmina wiejska;0807012;32;54,1875;17,60759335;56;27;32;42;28,95578526;37;13;29;53,10344828;30,74516483;45;16;;;;;;;;;;;3;;;;;;;;;;;;;;
6;Lubuskie;Sulêciñski;Lubniewice;Miasto;0807024;28;62,57142857;17,59145201;60;58;28;46,14285714;24,80310218;41,5;20;17;71,64705882;23,50955044;78;62;;;;;;;;;;;11;66,45454545;22,21123236;73;;;;;;;;;;;
6;Lubuskie;Sulêciñski;Sulêcin;Obszar wiejski;0807045;17;49;20,21065531;49;49;17;33,05882353;25,285361;27;10;17;58,82352941;33,62113357;65;93;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Sulêciñski;Sulêcin;Miasto;0807044;110;66,9;16,99783409;69;78;110;40,14545455;28,43264333;30;20;109;66,25688073;30,23953414;78;93;;;;;;;;;;;1;;;;;;;;;;;;;;
6;Lubuskie;Sulêciñski;S³oñsk;Gmina wiejska;0807032;55;56,58181818;16,3969963;58;38;55;40,47272727;25,24271599;33;17;38;66,63157895;29,854402;80;93;;;;;;;;;;;17;57,82352941;20,18221493;53;40;;;;;;;;;;
6;Lubuskie;Sulêciñski;Torzym;Obszar wiejski;0807055;17;59,58823529;15,33569011;62;71;17;33;22,21022552;27;7;5;85,4;10,66958293;87;;;;;;;;;;;;12;47,33333333;17,1868813;42;38;;;;;;;;;;
6;Lubuskie;Sulêciñski;Torzym;Miasto;0807054;34;64,70588235;16,82178107;64;64;34;52,35294118;28,86671435;53;20;33;73,12121212;28,48471954;85;95;;;;;;;;;;;1;;;;;;;;;;;;;;
6;Lubuskie;S³ubicki;Cybinka;Obszar wiejski;0805015;17;64,70588235;10,69229908;62;60;17;54,52941176;28,33646092;57;13;10;66,2;26,81342947;58;95;;;;;;;;;;;7;57,42857143;19,1151185;58;;;;;;;;;;;
6;Lubuskie;S³ubicki;Cybinka;Miasto;0805014;42;56,95238095;14,80339791;58;60;42;36,71428571;21,50225427;33;10;33;75,45454545;23,95841209;82;96;;;;;;;;;;;9;39,77777778;20,48184984;33;20;;;;;;;;;;
6;Lubuskie;S³ubicki;Górzyca;Gmina wiejska;0805022;23;62,2173913;17,64124742;67;69;23;40,26086957;21,89543806;40;20;22;62,59090909;29,64741149;62;95;;;;;;;;;;;1;;;;;;;;;;;;;;
6;Lubuskie;S³ubicki;Oœno Lubuskie;Obszar wiejski;0805035;7;78,42857143;12,69259787;80;;7;48,85714286;27,94089973;47;17;7;60,14285714;25,508702;65;80;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;S³ubicki;Oœno Lubuskie;Miasto;0805034;53;50,94339623;19,93897775;56;33;53;37,49056604;28,82715088;27;10;51;53,39215686;30,27331604;55;96;;;;;;;;;;;2;;;;;;;;;;;;;;
6;Lubuskie;S³ubicki;Rzepin;Obszar wiejski;0805045;19;55,78947368;15,55492458;56;67;19;24;16,00328914;20;10;14;58,14285714;23,76028241;61;33;;;;;;;;;;;5;70,8;8,158431222;76;76;;;;;;;;;;
6;Lubuskie;S³ubicki;Rzepin;Miasto;0805044;77;59,06493506;15,97509235;58;56;77;35,14285714;23,16272996;30;13;76;63,94736842;28,45998795;71;93;;;;;;;;;;;6;56,66666667;26,3227827;49;91;;;;;;;;;;
6;Lubuskie;S³ubicki;S³ubice;Obszar wiejski;0805055;33;62,66666667;14,86844669;62;56;33;42,54545455;26,19633436;40;10;33;68,60606061;27,04870959;73;96;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;S³ubicki;S³ubice;Miasto;0805054;180;57,46666667;19,70487813;60;69;180;38,11111111;26,15549419;33;13;192;66,21354167;28,92269193;77;96;;;;;;;;;;;5;82,2;32,21428255;100;100;;;;;;;;;;
